acceptability,affectedness,answer,comprehension,hasQuestion,id,live_row,offline,practice,question,response,sentence,subject_nr,type,catalan,latin
0,no,NO,E,1,101,93,no,no,El avión despegó con retraso.,"[0.5507566928863525, 0.4082179069519043, 0.14790916442871094, 0.011160612106323242, 1.7014944553375244, 0.7133347988128662, 0.5152590274810791, 0.5000426769256592, 0.37532591819763184, 0.45493340492248535]",El avión despegó puntualmente a la siete de la mañana.,14,1,1,0
0,no,0,0,0,100,94,no,no,0,"[0.46157264709472656, 0.38130784034729004, 0.41355347633361816, 0.4298834800720215, 0.37515878677368164, 0.3956489562988281, 0.4240412712097168, 0.3694906234741211, 0.40293002128601074, 0.4786076545715332]",El niño duerme tranquilo en su cama todas las noches.,14,2,1,0
0,no,SI,A,1,39,95,no,no,Valeria fue a un concierto.,"[0.4128270149230957, 0.47633910179138184, 0.48650050163269043, 0.35143542289733887, 1.1420674324035645, 0.3576934337615967, 0.41524815559387207, 0.3438262939453125, 0.3823666572570801, 0.3949763774871826, 0.3832566738128662]",Valeria admiró a la escenografía en el teatro durante el concierto.,14,2,1,0
0,no,NO,E,1,2,96,no,no,La acción tuvo lugar en el parque.,"[1.0572881698608398, 1.3659820556640625, 0.38961315155029297, 0.4291839599609375, 0.40779948234558105, 0.4365856647491455, 0.40200376510620117, 0.38198399543762207, 0.3641993999481201, 0.4664437770843506]",Simón pateó la pelota en la cancha en un instante.,14,5,1,0
0,no,0,0,0,38,97,no,no,0,"[0.7491393089294434, 0.3782975673675537, 0.3817002773284912, 0.38924336433410645, 0.3571186065673828, 0.14925479888916016, 0.18553733825683594, 0.46470141410827637, 0.37626099586486816, 0.39800548553466797]",Unai amó la vida en su pueblo durante varios años.,14,5,1,0
0,no,NO,E,1,100,98,no,no,El tren llegó con retraso.,"[0.4540548324584961, 0.13322091102600098, 0.23366928100585938, 0.44943928718566895, 0.3601064682006836, 0.35574793815612793, 0.3617825508117676, 0.40386390686035156, 0.35994791984558105, 0.41147732734680176]",El tren llegó puntual a la estación bajo la lluvia.,14,2,1,0
0,no,0,0,0,45,99,no,no,0,"[0.5710024833679199, 0.4313051700592041, 0.42293429374694824, 0.3824961185455322, 0.3336961269378662, 0.35794520378112793, 0.39136338233947754, 0.37233400344848633, 0.13841867446899414, 0.20194196701049805]",Gabriela localizó la amiga en la ciudad en dos minutos.,14,3,1,0
0,no,0,0,0,23,100,no,no,0,"[0.46488046646118164, 0.44022345542907715, 0.4161496162414551, 0.32331204414367676, 0.41860079765319824, 0.4425210952758789, 0.4179189205169678, 0.4119858741760254, 0.3672506809234619, 0.37094783782958984, 0.4022972583770752]",Daniel remolcó a la enferma en la calle durante algunos minutos.,14,0,1,0
0,no,0,0,0,100,101,no,no,0,"[0.6708583831787109, 0.4896678924560547, 0.5132431983947754, 0.4411735534667969, 0.19099736213684082, 0.4801180362701416, 0.42353153228759766, 0.437835693359375, 0.37478089332580566, 0.16464757919311523, 0.2303147315979004]",Me encontré inesperadamente a Paula en el tren de las siete.,14,1,1,0
0,no,0,0,0,101,102,no,no,0,"[0.43773674964904785, 0.4948117733001709, 0.36563634872436523, 0.41533946990966797, 0.41286277770996094, 0.4091835021972656, 0.37868213653564453, 0.4624786376953125, 0.3608405590057373, 0.4221992492675781]",Jorge compró un regalo su novia en el centro comercial.,14,0,1,0
0,no,SI,A,1,101,103,no,no,Ayer estudiaron matemáticas.,"[0.4941372871398926, 0.4814934730529785, 0.3638885021209717, 0.4494175910949707, 0.47243738174438477, 0.5587694644927979, 0.44341540336608887, 0.9521100521087646, 0.38707661628723145, 0.5295794010162354]",Nos sentamos juntos para estudiando matemáticas toda la tarde ayer.,14,2,1,0
0,no,0,0,0,101,104,no,no,0,"[0.432025671005249, 0.43509435653686523, 0.4279942512512207, 1.3395648002624512, 1.4807708263397217, 0.35030221939086914, 0.3630683422088623, 0.29378485679626465, 0.4103989601135254]",La película empiezan exactamente a las ocho en punto.,14,1,1,0
0,no,SI,A,1,3,105,no,no,Lo que Pedro hizo fue un secuestro.,"[0.6272604465484619, 0.7956516742706299, 0.4174766540527344, 0.35350608825683594, 0.37412285804748535, 0.3714175224304199, 0.408602237701416, 0.37256574630737305, 0.3733255863189697, 0.3553941249847412, 0.3962714672088623]",Pablo secuestró a la camioneta en el aeropuerto durante una hora.,14,2,1,0
4,no,0,0,0,100,0,yes,yes,0,0,El ladrón escapó a toda prisa por la puerta trasera.,14,1,1,0
4,no,0,0,0,100,1,yes,yes,0,0,Los niños corrieron a la plaza con sus amigos.,14,1,1,0
3,no,0,0,0,100,2,yes,yes,0,0,La conferencia empezará con puntualidad a las diez y media.,14,1,1,0
4,no,NO,0,1,100,3,yes,yes,Llegaron a la universidad cuando ya estaba cerrada.,0,Los estudiantes llegaron a la universidad antes de que cerrara.,14,1,1,0
3,no,0,0,0,17,0,yes,no,0,0,Luis zarandeó a una mujer en la casa durante algunos minutos.,14,1,1,0
4,no,SI,0,1,32,1,yes,no,Martin estaba en el hospital.,0,Martín buscó la médica en el hospital durante dos horas.,14,3,1,0
1,no,0,0,0,48,2,yes,no,0,0,Samuel descubrió a la tabla en el museo en pocas horas.,14,2,1,0
4,no,SI,0,1,39,3,yes,no,Valeria fue a un concierto.,0,Valeria admiró a la escenografía en el teatro durante el concierto.,14,2,1,0
2,no,SI,0,1,27,4,yes,no,Felipe es presentador de teatro.,0,Felipe anunció la actuación en el escenario en cinco minutos.,14,5,1,0
3,no,SI,0,1,28,5,yes,no,Anna estaba en la escuela.,0,Anna comprendió a la tarea en la escuela en dos minutos.,14,2,1,0
4,no,0,0,0,30,6,yes,no,0,0,Carlos esperó a una profesora en la esquina durante una hora.,14,1,1,0
3,no,0,0,0,49,7,yes,no,0,0,Alba mencionó a la actriz en el teatro tras varios minutos.,14,0,1,0
4,no,0,0,0,20,8,yes,no,0,0,Claudia maltrató a una compañera en la casa durante varios años.,14,1,1,0
3,no,SI,0,1,3,9,yes,no,Lo que Pedro hizo fue un secuestro.,0,Pablo secuestró la turista en el aeropuerto durante una hora.,14,3,1,0
4,no,0,0,0,29,10,yes,no,0,0,Alfonso miró a la granjera en la colina durante dos horas.,14,0,1,0
3,no,0,0,0,10,11,yes,no,0,0,Mateo eliminó la rehén en el banco en pocos segundos.,14,3,1,0
3,no,0,0,0,26,12,yes,no,0,0,Juan escuchó una vecina en el balcón durante una noche.,14,4,1,0
4,no,NO,0,1,12,13,yes,no,El combate duró varias horas.,0,Paula abatió a la contrincante en el ring en pocos minutos.,14,0,1,0
4,no,0,0,0,11,14,yes,no,0,0,Valeria neutralizó la bomba en la frontera en cinco minutos.,14,5,1,0
4,no,NO,0,1,2,15,yes,no,La acción tuvo lugar en el parque.,0,Simón pateó a la pelota en la cancha en un instante.,14,2,1,0
1,no,0,0,0,42,16,yes,no,0,0,Ismael encontró una conocida en la carretera en pocas horas.,14,4,1,0
0,no,0,0,0,47,17,yes,no,0,0,Marta descartó la sospecha en la selección en un día.,14,5,1,0
3,no,SI,0,1,37,18,yes,no,Isabel miraba por la ventana.,0,Isabel vió una estudiante desde su ventana durante una mañana.,14,4,1,0
2,no,0,0,0,44,19,yes,no,0,0,Martín detectó una intrusa en el hospital en dos minutos.,14,4,1,0
4,no,0,0,0,21,20,yes,no,0,0,Hugo apaleó a la muñeca en la calle durante varios minutos.,14,2,1,0
3,no,0,0,0,24,21,yes,no,0,0,Coral guió a una turista en el palacio en una hora.,14,1,1,0
4,no,NO,0,1,25,22,yes,no,Pedro observó durante unos minutos.,0,Pedro observó a la secretaria en la oficina durante una hora.,14,0,1,0
0,no,0,0,0,13,23,yes,no,0,0,Martina atropelló a la carreta en el aparcamiento en pocos minutos.,14,2,1,0
1,no,NO,0,1,34,24,yes,no,Carmen vio una representación teatral.,0,Carmen odió a la música en el cine durante la película.,14,2,1,0
4,no,NO,0,1,18,25,yes,no,María iba en bicicleta.,0,María transportó la guitarra en la furgoneta durante un día.,14,5,1,0
1,no,0,0,0,5,26,yes,no,0,0,Manuel abrazó a la señora en el parque en pocos instantes.,14,0,1,0
1,no,0,0,0,23,27,yes,no,0,0,Daniel remolcó a la enferma en la calle durante algunos minutos.,14,0,1,0
3,no,0,0,0,36,28,yes,no,0,0,Irene oyó la discusión en la sala durante una noche.,14,5,1,0
1,no,NO,0,1,31,29,yes,no,Miguel tuvo que esperar una semana.,0,Miguel recibió la caja en la casa en un día.,14,5,1,0
2,no,SI,0,1,9,30,yes,no,Había fuego en la plaza.,0,Carlos quemó la bruja en la plaza en pocos minutos.,14,3,1,0
3,no,NO,0,1,16,31,yes,no,La guerra duró más de dos años.,0,Valentina venció a una adversaria en la guerra en dos años.,14,1,1,0
4,no,0,0,0,45,32,yes,no,0,0,Gabriela localizó la bodega en la ciudad en dos minutos.,14,5,1,0
2,no,NO,0,1,1,33,yes,no,Carlos tardó mucho en hacer el asalto.,0,Carlos asaltó a una conductora en el barrio en pocos instantes.,14,1,1,0
2,no,NO,0,1,46,34,yes,no,Alejandro estaba en el centro comercial.,0,Alejandro identificó una agresora en el aeropuerto en dos horas.,14,4,1,0
2,no,0,0,0,33,35,yes,no,0,0,Marco imaginó la amiga en la playa durante dos minutos.,14,3,1,0
3,no,0,0,0,40,36,yes,no,0,0,Adrián percibió la sombra detrás de él durante algunos minutos.,14,5,1,0
1,no,SI,0,1,22,37,yes,no,Hubo un asedio en la región.,0,Carla asedió la contrincante en la región durante bastante tiempo.,14,3,1,0
1,no,SI,0,1,8,38,yes,no,Helena estaba en el patio.,0,Helena colgó una criminal en el patio en cinco minutos.,14,4,1,0
2,no,0,0,0,38,39,yes,no,0,0,Unai amó a la jovencita en su pueblo durante varios años.,14,0,1,0
3,no,0,0,0,43,40,yes,no,0,0,Sofía conoció una chica en el colegio en dos días.,14,4,1,0
2,no,0,0,0,7,41,yes,no,0,0,Tomás empujó una vieja a la puerta en pocos segundos.,14,4,1,0
4,no,SI,0,1,15,42,yes,no,Lucia estuvo en una pelea de bar.,0,Lucía destrozó la oponente en el bar en diez minutos.,14,3,1,0
1,no,NO,0,1,6,43,yes,no,El beso tuvo lugar en un museo.,0,Francisco besó la novia en la iglesia durante unos segundos.,14,3,1,0
3,no,0,0,0,4,44,yes,no,0,0,Jorge arrolló a una ciclista en la calle en un segundo.,14,1,1,0
2,no,SI,0,1,41,45,yes,no,Emma pasó semanas investigando.,0,Emma investigó la epidemia en la ciudad durante varias semanas.,14,5,1,0
4,no,0,0,0,19,46,yes,no,0,0,Lucas arrastró a una víctima en la calle por un tiempo.,14,1,1,0
4,no,SI,0,1,14,47,yes,no,Helena estaba jugando un partido de fútbol.,0,Helena derribó a la futbolista en el campo durante el partido.,14,0,1,0
3,no,0,0,0,35,48,yes,no,0,0,Carlos vigiló a la operación en la habitación durante unas horas.,14,2,1,0
2,no,SI,0,1,0,49,yes,no,La acción tuvo lugar en la calle.,0,Juan golpeó a la actriz en la calle en diez segundos.,14,0,1,0
4,yes,SI,0,1,0,0,yes,no,La acción tuvo lugar en la calle.,0,Lo que Emma hizo a la empresaria fue investigarla.,14,6,1,0
4,yes,SI,0,1,0,1,yes,no,La acción tuvo lugar en la calle.,0,Lo que Unai hizo a la jovencita fue amarla.,14,6,1,0
4,yes,SI,0,1,0,2,yes,no,La acción tuvo lugar en la calle.,0,Lo que Helena hizo a la futbolista fue derribarla.,14,6,1,0
3,yes,SI,0,1,0,3,yes,no,La acción tuvo lugar en la calle.,0,Lo que Ismael hizo a la conocida fue encontrarla.,14,6,1,0
4,yes,SI,0,1,0,4,yes,no,La acción tuvo lugar en la calle.,0,Lo que Samuel hizo a la infiltrada fue descubrirla.,14,6,1,0
4,yes,SI,0,1,0,5,yes,no,La acción tuvo lugar en la calle.,0,Lo que Pedro hizo a la secretaria fue observarla.,14,6,1,0
3,yes,SI,0,1,0,6,yes,no,La acción tuvo lugar en la calle.,0,Lo que Irene hizo a la niña fue oírla.,14,6,1,0
4,yes,SI,0,1,0,7,yes,no,La acción tuvo lugar en la calle.,0,Lo que Manuel hizo a la señora fue abrazarla.,14,6,1,0
4,yes,SI,0,1,0,8,yes,no,La acción tuvo lugar en la calle.,0,Lo que Jorge hizo a la ciclista fue arrollarla.,14,6,1,0
2,yes,SI,0,1,0,9,yes,no,La acción tuvo lugar en la calle.,0,Lo que Adrián hizo a la mujer fue percibirla.,14,6,1,0
4,yes,SI,0,1,0,10,yes,no,La acción tuvo lugar en la calle.,0,Lo que Alejandro hizo a la agresora fue identificarla.,14,6,1,0
1,yes,SI,0,1,0,11,yes,no,La acción tuvo lugar en la calle.,0,Lo que Maria hizo a la mochilera fue transportarla.,14,6,1,0
2,yes,SI,0,1,0,12,yes,no,La acción tuvo lugar en la calle.,0,Lo que Carla hizo a la contrincante fue asediarla.,14,6,1,0
4,yes,SI,0,1,0,13,yes,no,La acción tuvo lugar en la calle.,0,Lo que Alfonso hizo a la granjera fue mirarla.,14,6,1,0
4,yes,SI,0,1,0,14,yes,no,La acción tuvo lugar en la calle.,0,Lo que Mateo hizo a la rehén fue eliminarla.,14,6,1,0
3,yes,SI,0,1,0,15,yes,no,La acción tuvo lugar en la calle.,0,Lo que Gabriela hizo a la amiga fue localizarla.,14,6,1,0
4,yes,SI,0,1,0,16,yes,no,La acción tuvo lugar en la calle.,0,Lo que Helena hizo a la criminal fue colgarla.,14,6,1,0
4,yes,SI,0,1,0,17,yes,no,La acción tuvo lugar en la calle.,0,Lo que Valentina hizo a la adversaria fue vencerla.,14,6,1,0
4,yes,SI,0,1,0,18,yes,no,La acción tuvo lugar en la calle.,0,Lo que Carlos hizo a la bruja fue quemarla.,14,6,1,0
4,yes,SI,0,1,0,19,yes,no,La acción tuvo lugar en la calle.,0,Lo que Valeria hizo a la criminal fue neutralizarla.,14,6,1,0
0,no,0,0,0,100,0,no,yes,0,"[2.1559977531433105, 0.8286921977996826, 2.8344714641571045, 1.0979626178741455, 1.3591585159301758, 1.0476510524749756, 0.9662983417510986, 0.8325390815734863, 0.6869750022888184, 1.1953423023223877]",La conferencia empezará con puntualidad a las diez y media.,15,1,0,0
0,no,NO,E,1,100,1,no,yes,Llegaron a la universidad cuando ya estaba cerrada.,"[1.1823546886444092, 0.9987478256225586, 1.136221170425415, 1.0035309791564941, 0.7909495830535889, 0.8323824405670166, 0.8785338401794434, 0.7680597305297852, 0.7295963764190674, 1.353165864944458]",Los estudiantes llegaron a la universidad antes de que cerrara.,15,1,0,0
0,no,0,0,0,100,2,no,yes,0,"[0.9826853275299072, 0.7498326301574707, 1.0130269527435303, 0.7577328681945801, 0.7657692432403564, 0.8137500286102295, 0.7994334697723389, 0.6672766208648682, 1.393214464187622]",Los niños corrieron a la plaza con sus amigos.,15,1,0,0
0,no,0,0,0,100,3,no,yes,0,"[0.9366879463195801, 0.7807753086090088, 0.776585578918457, 0.7466731071472168, 0.7288062572479248, 0.7998318672180176, 0.7767908573150635, 0.6264872550964355, 0.6824162006378174, 0.7843303680419922]",El ladrón escapó a toda prisa por la puerta trasera.,15,1,0,0
0,no,0,0,0,30,0,no,no,0,"[0.7956109046936035, 0.7390637397766113, 0.6922092437744141, 1.307884693145752, 0.9001860618591309, 0.7308526039123535, 0.8807423114776611, 0.5789575576782227, 0.5153975486755371, 1.0944604873657227]",Carlos esperó una profesora en la esquina durante una hora.,15,4,0,0
0,no,SI,A,1,3,1,no,no,Lo que Pedro hizo fue un secuestro.,"[0.8346939086914062, 0.6990725994110107, 0.9024982452392578, 0.815406322479248, 0.7011101245880127, 0.616687536239624, 1.2997901439666748, 0.6565415859222412, 0.5845901966094971, 0.7905600070953369]",Pablo secuestró la camioneta en el aeropuerto durante una hora.,15,5,0,0
0,no,0,0,0,100,2,no,no,0,"[0.7099499702453613, 0.6847348213195801, 1.6436653137207031, 0.7348008155822754, 0.7131335735321045, 0.7901837825775146, 0.6219098567962646, 0.9116671085357666, 0.7457635402679443, 0.6210594177246094, 1.1529266834259033]",Me encontré inesperadamente a Paula en el tren de las siete.,15,1,0,0
0,no,0,0,0,100,3,no,no,0,"[1.0353193283081055, 0.8388478755950928, 0.7575364112854004, 0.7965826988220215, 0.6418018341064453, 0.6974866390228271, 0.7804360389709473, 0.6668579578399658, 0.4680933952331543, 0.9060654640197754]",Isabel enseñó la receta a su prima en la cocina.,15,0,0,0
0,no,0,0,0,21,4,no,no,0,"[1.2724382877349854, 1.1622097492218018, 0.6938467025756836, 0.6758463382720947, 0.9614624977111816, 0.8578836917877197, 1.0312201976776123, 0.8575155735015869, 0.8821249008178711, 0.6934733390808105, 0.9170725345611572]",Hugo apaleó a una rebelde en la calle durante varios minutos.,15,1,0,0
0,no,SI,A,1,100,5,no,no,La cena se preparó en casa.,"[1.0589816570281982, 0.9275166988372803, 0.967458963394165, 0.9441187381744385, 0.9632530212402344, 0.8408725261688232, 0.686981201171875, 0.9804298877716064, 0.8009746074676514, 0.671905517578125, 0.9364700317382812]",Mi madre preparó la cena a toda la familia en casa.,15,0,0,0
0,no,0,0,0,17,6,no,no,0,"[0.7801399230957031, 0.9789133071899414, 0.7818832397460938, 0.8086869716644287, 0.9272804260253906, 0.7228639125823975, 0.8896114826202393, 0.7429769039154053, 0.6531350612640381, 0.8343327045440674]",Luis zarandeó la muñeca en la casa durante algunos minutos.,15,5,0,0
0,no,0,0,0,33,7,no,no,0,"[0.9352269172668457, 0.8098099231719971, 0.7747700214385986, 0.7316009998321533, 1.0628044605255127, 0.9030213356018066, 0.8034360408782959, 1.1531217098236084, 0.7001347541809082, 0.8428406715393066, 1.0670180320739746]",Marco imaginó a la fiesta en la playa durante dos minutos.,15,2,0,0
0,no,NO,E,1,18,8,no,no,María iba en bicicleta.,"[0.9251494407653809, 0.8103294372558594, 0.8644475936889648, 1.3046841621398926, 0.7546641826629639, 0.9284398555755615, 1.0314691066741943, 0.7400109767913818, 0.8125839233398438, 0.8466317653656006]",María transportó la mochilera en la furgoneta durante un día.,15,3,0,0
0,no,SI,A,1,101,9,no,no,Maria y su hermana estaban en la biblioteca.,"[0.7243025302886963, 0.4961705207824707, 1.0443778038024902, 0.7411313056945801, 0.8541357517242432, 0.652416467666626, 0.5924770832061768, 0.47334718704223633, 0.8700244426727295]",María dio el libro su hermana en la biblioteca.,15,0,0,0
0,no,0,0,0,23,10,no,no,0,"[0.8099184036254883, 1.745063304901123, 0.517174243927002, 0.5350587368011475, 0.9679908752441406, 0.709019660949707, 0.4997844696044922, 0.6472880840301514, 0.7186548709869385, 0.8518176078796387, 0.7931318283081055]",Daniel remolcó a la enferma en la calle durante algunos minutos.,15,0,0,0
0,no,0,0,0,100,11,no,no,0,"[0.7683138847351074, 0.9417088031768799, 0.9720425605773926, 0.6547682285308838, 0.8872013092041016, 1.2111170291900635, 1.2223451137542725, 0.6384463310241699, 0.4755818843841553, 0.7495081424713135]",El gato saltó a la mesa para robar la comida.,15,1,0,0
0,no,0,0,0,38,12,no,no,0,"[0.9446110725402832, 0.6090781688690186, 0.578359842300415, 0.6997134685516357, 0.9065933227539062, 0.7147881984710693, 0.8277552127838135, 0.7050559520721436, 0.59340500831604, 0.8944785594940186]",Unai amó la vida en su pueblo durante varios años.,15,5,0,0
